,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:33:00,3.9411764705882355,-0.5294117647058824,1.1470588235294117,1.6764705882352942,2.8529411764705883,3.9411764705882355,7.235294117647059,-0.20588235294117646,-1.7647058823529411,-2.088235294117647,1.588235294117647,0.9705882352941176
2020-09-23 14:34:00,4.085714285714285,-0.5714285714285714,1.2,1.6857142857142857,2.7714285714285714,3.942857142857143,7.3428571428571425,-0.05714285714285714,-1.6285714285714286,-2.257142857142857,1.5142857142857142,0.7714285714285715
2020-09-23 14:35:00,4.25,-0.5833333333333334,1.2222222222222223,1.7222222222222223,2.6666666666666665,3.9444444444444446,7.416666666666667,0.1111111111111111,-1.5277777777777777,-2.4166666666666665,1.4722222222222223,0.5555555555555556
2020-09-23 14:36:00,4.405405405405405,-0.6216216216216216,1.2702702702702702,1.7567567567567568,2.5675675675675675,3.945945945945946,7.486486486486487,0.2972972972972973,-1.4594594594594594,-2.5405405405405403,1.4594594594594594,0.35135135135135137
2020-09-23 14:37:00,4.526315789473684,-0.6578947368421053,1.3421052631578947,1.8157894736842106,2.5,3.9473684210526314,7.526315789473684,0.47368421052631576,-1.368421052631579,-2.6842105263157894,1.4736842105263157,0.15789473684210525
2020-09-23 14:38:00,4.615384615384615,-0.717948717948718,1.435897435897436,1.8461538461538463,2.4615384615384617,3.9743589743589745,7.564102564102564,0.6666666666666666,-1.2820512820512822,-2.8461538461538463,1.4615384615384615,-0.02564102564102564
2020-09-23 14:39:00,4.725,-0.775,1.55,1.85,2.4,3.975,7.575,0.825,-1.2,-3.0,1.45,-0.175
2020-09-23 14:40:00,4.853658536585366,-0.8292682926829268,1.6829268292682926,1.8780487804878048,2.341463414634146,4.0,7.585365853658536,0.9512195121951219,-1.1219512195121952,-3.1463414634146343,1.4390243902439024,-0.34146341463414637
2020-09-23 14:41:00,4.9523809523809526,-0.8809523809523809,1.8095238095238095,1.9047619047619047,2.2857142857142856,4.0,7.619047619047619,1.0952380952380953,-1.0714285714285714,-3.2857142857142856,1.4285714285714286,-0.5238095238095238
2020-09-23 14:42:00,5.046511627906977,-0.9069767441860465,1.9534883720930232,1.9534883720930232,2.2093023255813953,4.023255813953488,7.674418604651163,1.2325581395348837,-1.0465116279069768,-3.4186046511627906,1.3953488372093024,-0.6744186046511628
2020-09-23 14:43:00,5.113636363636363,-0.9545454545454546,2.0681818181818183,2.022727272727273,2.159090909090909,4.0227272727272725,7.7272727272727275,1.3863636363636365,-1.0227272727272727,-3.522727272727273,1.3636363636363635,-0.7954545454545454
2020-09-23 14:44:00,5.2,-1.0,2.1555555555555554,2.111111111111111,2.1333333333333333,4.044444444444444,7.7555555555555555,1.5333333333333334,-1.0,-3.6,1.3555555555555556,-0.9111111111111111
2020-09-23 14:45:00,5.4,-1.1111111111111112,2.2666666666666666,2.2,2.111111111111111,4.155555555555556,7.977777777777778,1.7333333333333334,-0.9777777777777777,-3.7777777777777777,1.4,-1.0666666666666667
2020-09-23 14:46:00,5.622222222222222,-1.2444444444444445,2.422222222222222,2.311111111111111,2.1333333333333333,4.2444444444444445,8.177777777777777,1.9111111111111112,-0.9333333333333333,-3.977777777777778,1.4444444444444444,-1.2
2020-09-23 14:47:00,5.866666666666666,-1.3555555555555556,2.533333333333333,2.4444444444444446,2.111111111111111,4.333333333333333,8.355555555555556,2.088888888888889,-0.9333333333333333,-4.2,1.4666666666666666,-1.3333333333333333
2020-09-23 14:48:00,6.088888888888889,-1.488888888888889,2.6666666666666665,2.577777777777778,2.066666666666667,4.4222222222222225,8.511111111111111,2.2444444444444445,-0.9555555555555556,-4.4222222222222225,1.488888888888889,-1.488888888888889
2020-09-23 14:49:00,6.355555555555555,-1.6222222222222222,2.8444444444444446,2.7333333333333334,1.9777777777777779,4.488888888888889,8.644444444444444,2.4,-1.0,-4.6,1.5555555555555556,-1.6666666666666667
2020-09-23 14:50:00,6.622222222222222,-1.7333333333333334,3.066666666666667,2.8444444444444446,1.8888888888888888,4.511111111111111,8.8,2.5555555555555554,-1.0444444444444445,-4.777777777777778,1.5777777777777777,-1.8888888888888888
2020-09-23 14:51:00,6.844444444444444,-1.8666666666666667,3.311111111111111,3.0,1.8,4.533333333333333,8.933333333333334,2.7111111111111112,-1.1111111111111112,-4.911111111111111,1.5777777777777777,-2.066666666666667
2020-09-23 14:52:00,7.044444444444444,-1.9777777777777779,3.533333333333333,3.1333333333333333,1.711111111111111,4.533333333333333,9.022222222222222,2.8666666666666667,-1.1333333333333333,-5.044444444444444,1.6,-2.2666666666666666
2020-09-23 14:53:00,7.266666666666667,-2.0444444444444443,3.8,3.2888888888888888,1.6222222222222222,4.555555555555555,9.066666666666666,3.022222222222222,-1.1555555555555554,-5.177777777777778,1.6,-2.488888888888889
2020-09-23 14:54:00,7.511111111111111,-2.1333333333333333,4.044444444444444,3.422222222222222,1.5333333333333334,4.555555555555555,9.133333333333333,3.2222222222222223,-1.1777777777777778,-5.355555555555555,1.5555555555555556,-2.7111111111111112
2020-09-23 14:55:00,7.733333333333333,-2.2,4.333333333333333,3.533333333333333,1.4444444444444444,4.5777777777777775,9.177777777777777,3.422222222222222,-1.2,-5.533333333333333,1.511111111111111,-2.9555555555555557
2020-09-23 14:56:00,7.977777777777778,-2.2444444444444445,4.6,3.6444444444444444,1.3333333333333333,4.555555555555555,9.177777777777777,3.6222222222222222,-1.2,-5.688888888888889,1.4666666666666666,-3.1777777777777776
2020-09-23 14:57:00,8.2,-2.3333333333333335,4.844444444444444,3.7555555555555555,1.2,4.488888888888889,9.177777777777777,3.8,-1.2,-5.8,1.4,-3.4
2020-09-23 14:58:00,8.466666666666667,-2.422222222222222,5.066666666666666,3.8222222222222224,1.1111111111111112,4.377777777777778,9.133333333333333,3.9555555555555557,-1.2222222222222223,-5.888888888888889,1.3111111111111111,-3.577777777777778
2020-09-23 14:59:00,8.688888888888888,-2.511111111111111,5.288888888888889,3.888888888888889,1.0222222222222221,4.288888888888889,9.044444444444444,4.111111111111111,-1.2444444444444445,-5.933333333333334,1.2222222222222223,-3.7777777777777777
2020-09-23 15:00:00,8.911111111111111,-2.6,5.533333333333333,3.9555555555555557,0.9111111111111111,4.177777777777778,8.955555555555556,4.2444444444444445,-1.2666666666666666,-5.955555555555556,1.1555555555555554,-3.933333333333333
2020-09-23 15:01:00,9.133333333333333,-2.688888888888889,5.733333333333333,3.977777777777778,0.7777777777777778,4.022222222222222,8.911111111111111,4.377777777777778,-1.3111111111111111,-5.955555555555556,1.0888888888888888,-4.133333333333334
2020-09-23 15:02:00,9.4,-2.7777777777777777,5.911111111111111,3.9555555555555557,0.6222222222222222,3.888888888888889,8.866666666666667,4.466666666666667,-1.3555555555555556,-5.955555555555556,1.0222222222222221,-4.311111111111111
2020-09-23 15:03:00,9.666666666666666,-2.8222222222222224,6.066666666666666,3.933333333333333,0.4666666666666667,3.8,8.777777777777779,4.555555555555555,-1.4222222222222223,-5.955555555555556,0.9555555555555556,-4.488888888888889
2020-09-23 15:04:00,9.933333333333334,-2.911111111111111,6.222222222222222,3.9555555555555557,0.3333333333333333,3.7111111111111112,8.666666666666666,4.6,-1.488888888888889,-5.911111111111111,0.8888888888888888,-4.688888888888889
2020-09-23 15:05:00,10.177777777777777,-3.022222222222222,6.333333333333333,3.9555555555555557,0.24444444444444444,3.6444444444444444,8.555555555555555,4.644444444444445,-1.5555555555555556,-5.844444444444444,0.8222222222222222,-4.933333333333334
2020-09-23 15:06:00,10.422222222222222,-3.111111111111111,6.444444444444445,4.0,0.15555555555555556,3.577777777777778,8.444444444444445,4.688888888888889,-1.6444444444444444,-5.7555555555555555,0.7111111111111111,-5.222222222222222
2020-09-23 15:07:00,10.644444444444444,-3.2,6.5777777777777775,4.044444444444444,0.06666666666666667,3.511111111111111,8.311111111111112,4.733333333333333,-1.7333333333333334,-5.666666666666667,0.5777777777777777,-5.488888888888889
2020-09-23 15:08:00,10.866666666666667,-3.2666666666666666,6.688888888888889,4.111111111111111,0.022222222222222223,3.4444444444444446,8.2,4.777777777777778,-1.8222222222222222,-5.555555555555555,0.4444444444444444,-5.7555555555555555
2020-09-23 15:09:00,11.133333333333333,-3.3333333333333335,6.8,4.2,0.0,3.3777777777777778,8.133333333333333,4.8,-1.8888888888888888,-5.444444444444445,0.28888888888888886,-6.0
2020-09-23 15:10:00,11.377777777777778,-3.4444444444444446,6.888888888888889,4.2444444444444445,-0.022222222222222223,3.2888888888888888,8.022222222222222,4.866666666666666,-1.9777777777777779,-5.333333333333333,0.15555555555555556,-6.2
2020-09-23 15:11:00,11.622222222222222,-3.511111111111111,7.0,4.311111111111111,-0.022222222222222223,3.1555555555555554,7.911111111111111,4.933333333333334,-2.111111111111111,-5.2,0.044444444444444446,-6.4222222222222225
2020-09-23 15:12:00,11.844444444444445,-3.533333333333333,7.133333333333334,4.4,-0.022222222222222223,3.022222222222222,7.8,5.022222222222222,-2.2666666666666666,-5.088888888888889,-0.1111111111111111,-6.644444444444445
2020-09-23 15:13:00,12.066666666666666,-3.5555555555555554,7.266666666666667,4.444444444444445,0.0,2.888888888888889,7.666666666666667,5.133333333333334,-2.422222222222222,-4.977777777777778,-0.26666666666666666,-6.866666666666666
2020-09-23 15:14:00,12.28888888888889,-3.6,7.4,4.466666666666667,0.022222222222222223,2.8,7.533333333333333,5.222222222222222,-2.577777777777778,-4.888888888888889,-0.4222222222222222,-7.111111111111111
2020-09-23 15:15:00,12.466666666666667,-3.6444444444444444,7.555555555555555,4.511111111111111,0.022222222222222223,2.7555555555555555,7.4,5.266666666666667,-2.7333333333333334,-4.822222222222222,-0.5777777777777777,-7.311111111111111
2020-09-23 15:16:00,12.644444444444444,-3.6666666666666665,7.666666666666667,4.6,0.044444444444444446,2.7555555555555555,7.288888888888889,5.288888888888889,-2.888888888888889,-4.7555555555555555,-0.7111111111111111,-7.466666666666667
2020-09-23 15:17:00,12.8,-3.6666666666666665,7.822222222222222,4.666666666666667,0.06666666666666667,2.7555555555555555,7.177777777777778,5.288888888888889,-3.066666666666667,-4.733333333333333,-0.8222222222222222,-7.5777777777777775
2020-09-23 15:18:00,12.933333333333334,-3.6444444444444444,8.022222222222222,4.733333333333333,0.08888888888888889,2.7111111111111112,7.044444444444444,5.288888888888889,-3.2666666666666666,-4.711111111111111,-0.8888888888888888,-7.688888888888889
2020-09-23 15:19:00,13.088888888888889,-3.577777777777778,8.177777777777777,4.822222222222222,0.1111111111111111,2.6666666666666665,6.888888888888889,5.288888888888889,-3.4444444444444446,-4.644444444444445,-0.9777777777777777,-7.777777777777778
2020-09-23 15:20:00,13.222222222222221,-3.511111111111111,8.333333333333334,4.911111111111111,0.15555555555555556,2.6,6.777777777777778,5.2444444444444445,-3.577777777777778,-4.6,-1.1111111111111112,-7.844444444444444
2020-09-23 15:21:00,13.377777777777778,-3.4,8.444444444444445,5.022222222222222,0.2222222222222222,2.5555555555555554,6.644444444444445,5.155555555555556,-3.7111111111111112,-4.6,-1.288888888888889,-7.888888888888889
2020-09-23 15:22:00,13.577777777777778,-3.2888888888888888,8.555555555555555,5.111111111111111,0.26666666666666666,2.511111111111111,6.511111111111111,5.066666666666666,-3.888888888888889,-4.5777777777777775,-1.488888888888889,-7.911111111111111
2020-09-23 15:23:00,13.822222222222223,-3.1333333333333333,8.666666666666666,5.222222222222222,0.3111111111111111,2.4444444444444446,6.4,4.955555555555556,-4.088888888888889,-4.511111111111111,-1.6888888888888889,-7.955555555555556
2020-09-23 15:24:00,14.066666666666666,-2.9555555555555557,8.777777777777779,5.377777777777778,0.35555555555555557,2.4,6.288888888888889,4.844444444444444,-4.266666666666667,-4.444444444444445,-1.9111111111111112,-8.044444444444444
2020-09-23 15:25:00,14.311111111111112,-2.7777777777777777,8.88888888888889,5.488888888888889,0.37777777777777777,2.3555555555555556,6.155555555555556,4.733333333333333,-4.466666666666667,-4.355555555555555,-2.1333333333333333,-8.11111111111111
2020-09-23 15:26:00,14.555555555555555,-2.577777777777778,9.022222222222222,5.6,0.37777777777777777,2.3555555555555556,6.022222222222222,4.6,-4.622222222222222,-4.2444444444444445,-2.3333333333333335,-8.133333333333333
2020-09-23 15:27:00,14.777777777777779,-2.3777777777777778,9.155555555555555,5.711111111111111,0.4222222222222222,2.3333333333333335,5.866666666666666,4.466666666666667,-4.777777777777778,-4.155555555555556,-2.533333333333333,-8.155555555555555
2020-09-23 15:28:00,15.022222222222222,-2.1555555555555554,9.28888888888889,5.777777777777778,0.4666666666666667,2.311111111111111,5.733333333333333,4.288888888888889,-4.933333333333334,-4.111111111111111,-2.7333333333333334,-8.222222222222221
2020-09-23 15:29:00,15.222222222222221,-1.9111111111111112,9.466666666666667,5.844444444444444,0.4888888888888889,2.2444444444444445,5.6,4.133333333333334,-5.066666666666666,-4.111111111111111,-2.977777777777778,-8.311111111111112
2020-09-23 15:30:00,15.422222222222222,-1.6222222222222222,9.666666666666666,5.955555555555556,0.5333333333333333,2.2,5.4222222222222225,4.0,-5.177777777777778,-4.111111111111111,-3.2222222222222223,-8.4
2020-09-23 15:31:00,15.622222222222222,-1.288888888888889,9.844444444444445,6.066666666666666,0.5555555555555556,2.2,5.2444444444444445,3.888888888888889,-5.288888888888889,-4.088888888888889,-3.511111111111111,-8.488888888888889
2020-09-23 15:32:00,15.8,-0.9555555555555556,10.022222222222222,6.133333333333334,0.5777777777777777,2.1777777777777776,5.044444444444444,3.7777777777777777,-5.4,-4.044444444444444,-3.8,-8.555555555555555
2020-09-23 15:33:00,15.955555555555556,-0.6,10.2,6.2,0.5777777777777777,2.1333333333333333,4.822222222222222,3.7111111111111112,-5.488888888888889,-4.0,-4.066666666666666,-8.622222222222222
2020-09-23 15:34:00,16.11111111111111,-0.24444444444444444,10.377777777777778,6.266666666666667,0.6,2.111111111111111,4.622222222222222,3.6666666666666665,-5.533333333333333,-3.977777777777778,-4.355555555555555,-8.666666666666666
2020-09-23 15:35:00,16.244444444444444,0.13333333333333333,10.511111111111111,6.355555555555555,0.6444444444444445,2.1333333333333333,4.4222222222222225,3.577777777777778,-5.555555555555555,-3.9555555555555557,-4.622222222222222,-8.71111111111111
2020-09-23 15:36:00,16.42222222222222,0.5111111111111111,10.622222222222222,6.4,0.7111111111111111,2.111111111111111,4.2,3.533333333333333,-5.533333333333333,-3.9555555555555557,-4.866666666666666,-8.8
2020-09-23 15:37:00,16.57777777777778,0.8888888888888888,10.777777777777779,6.466666666666667,0.8,2.066666666666667,4.022222222222222,3.511111111111111,-5.555555555555555,-4.0,-5.088888888888889,-8.911111111111111
2020-09-23 15:38:00,16.711111111111112,1.2222222222222223,10.88888888888889,6.511111111111111,0.8444444444444444,2.022222222222222,3.8444444444444446,3.488888888888889,-5.555555555555555,-4.022222222222222,-5.311111111111111,-9.022222222222222
2020-09-23 15:39:00,16.8,1.5555555555555556,10.977777777777778,6.555555555555555,0.8888888888888888,2.0,3.688888888888889,3.4444444444444446,-5.533333333333333,-4.0,-5.533333333333333,-9.155555555555555
2020-09-23 15:40:00,16.88888888888889,1.8666666666666667,11.044444444444444,6.6,0.9333333333333333,1.9777777777777779,3.511111111111111,3.4,-5.511111111111111,-3.977777777777778,-5.8,-9.244444444444444
2020-09-23 15:41:00,17.0,2.1333333333333333,11.11111111111111,6.644444444444445,0.9777777777777777,1.9555555555555555,3.3333333333333335,3.3777777777777778,-5.511111111111111,-3.977777777777778,-6.044444444444444,-9.377777777777778
2020-09-23 15:42:00,17.133333333333333,2.422222222222222,11.155555555555555,6.688888888888889,1.0444444444444445,1.9777777777777779,3.1333333333333333,3.3333333333333335,-5.488888888888889,-4.0,-6.266666666666667,-9.466666666666667
2020-09-23 15:43:00,17.244444444444444,2.7333333333333334,11.222222222222221,6.7555555555555555,1.0888888888888888,2.0444444444444443,2.9555555555555557,3.3333333333333335,-5.444444444444445,-4.044444444444444,-6.488888888888889,-9.577777777777778
2020-09-23 15:44:00,17.377777777777776,3.022222222222222,11.28888888888889,6.866666666666666,1.1333333333333333,2.066666666666667,2.8,3.3333333333333335,-5.377777777777778,-4.133333333333334,-6.711111111111111,-9.666666666666666
2020-09-23 15:45:00,17.511111111111113,3.2888888888888888,11.355555555555556,6.977777777777778,1.2,2.1333333333333333,2.6222222222222222,3.3333333333333335,-5.266666666666667,-4.2444444444444445,-6.911111111111111,-9.755555555555556
2020-09-23 15:46:00,17.644444444444446,3.511111111111111,11.466666666666667,7.111111111111111,1.2666666666666666,2.2444444444444445,2.422222222222222,3.3333333333333335,-5.133333333333334,-4.333333333333333,-7.088888888888889,-9.844444444444445
2020-09-23 15:47:00,17.77777777777778,3.7333333333333334,11.555555555555555,7.266666666666667,1.3555555555555556,2.311111111111111,2.2,3.3333333333333335,-4.977777777777778,-4.4222222222222225,-7.2444444444444445,-9.933333333333334
2020-09-23 15:48:00,17.88888888888889,3.9555555555555557,11.688888888888888,7.4222222222222225,1.4222222222222223,2.3333333333333335,2.022222222222222,3.2888888888888888,-4.822222222222222,-4.555555555555555,-7.377777777777778,-10.022222222222222
2020-09-23 15:49:00,18.0,4.2,11.844444444444445,7.5777777777777775,1.488888888888889,2.3333333333333335,1.8666666666666667,3.2888888888888888,-4.666666666666667,-4.733333333333333,-7.466666666666667,-10.11111111111111
2020-09-23 15:50:00,18.11111111111111,4.4222222222222225,12.044444444444444,7.711111111111111,1.5555555555555556,2.311111111111111,1.6888888888888889,3.3333333333333335,-4.488888888888889,-4.888888888888889,-7.555555555555555,-10.177777777777777
2020-09-23 15:51:00,18.177777777777777,4.644444444444445,12.222222222222221,7.822222222222222,1.5777777777777777,2.3333333333333335,1.5555555555555556,3.3555555555555556,-4.311111111111111,-5.044444444444444,-7.644444444444445,-10.244444444444444
2020-09-23 15:52:00,18.22222222222222,4.888888888888889,12.422222222222222,7.911111111111111,1.5777777777777777,2.4,1.4444444444444444,3.3777777777777778,-4.155555555555556,-5.222222222222222,-7.711111111111111,-10.311111111111112
2020-09-23 15:53:00,18.244444444444444,5.155555555555556,12.622222222222222,7.955555555555556,1.5555555555555556,2.466666666666667,1.3111111111111111,3.3777777777777778,-4.022222222222222,-5.377777777777778,-7.777777777777778,-10.377777777777778
2020-09-23 15:54:00,18.266666666666666,5.377777777777778,12.822222222222223,8.022222222222222,1.488888888888889,2.533333333333333,1.1333333333333333,3.3777777777777778,-3.933333333333333,-5.488888888888889,-7.866666666666666,-10.466666666666667
2020-09-23 15:55:00,18.333333333333332,5.622222222222222,13.066666666666666,8.11111111111111,1.4222222222222223,2.6,0.9777777777777777,3.3777777777777778,-3.8444444444444446,-5.555555555555555,-7.933333333333334,-10.577777777777778
2020-09-23 15:56:00,18.4,5.822222222222222,13.311111111111112,8.222222222222221,1.3555555555555556,2.6666666666666665,0.8,3.3777777777777778,-3.7555555555555555,-5.644444444444445,-8.044444444444444,-10.688888888888888
2020-09-23 15:57:00,18.488888888888887,6.022222222222222,13.533333333333333,8.311111111111112,1.3111111111111111,2.7333333333333334,0.6222222222222222,3.3777777777777778,-3.688888888888889,-5.733333333333333,-8.133333333333333,-10.777777777777779
2020-09-23 15:58:00,18.6,6.222222222222222,13.755555555555556,8.422222222222222,1.2444444444444445,2.8222222222222224,0.4222222222222222,3.3777777777777778,-3.6444444444444444,-5.822222222222222,-8.244444444444444,-10.822222222222223
2020-09-23 15:59:00,18.711111111111112,6.4222222222222225,14.022222222222222,8.533333333333333,1.1777777777777778,2.888888888888889,0.2,3.3777777777777778,-3.6222222222222222,-5.866666666666666,-8.311111111111112,-10.844444444444445
2020-09-23 16:00:00,18.844444444444445,6.644444444444445,14.244444444444444,8.666666666666666,1.1333333333333333,2.911111111111111,-0.022222222222222223,3.422222222222222,-3.6222222222222222,-5.888888888888889,-8.377777777777778,-10.911111111111111
2020-09-23 16:01:00,18.933333333333334,6.844444444444444,14.511111111111111,8.777777777777779,1.1111111111111112,2.911111111111111,-0.2222222222222222,3.4444444444444446,-3.6444444444444444,-5.911111111111111,-8.466666666666667,-10.977777777777778
2020-09-23 16:02:00,19.022222222222222,7.066666666666666,14.755555555555556,8.911111111111111,1.0888888888888888,2.8666666666666667,-0.4222222222222222,3.466666666666667,-3.6444444444444444,-5.911111111111111,-8.577777777777778,-11.066666666666666
2020-09-23 16:03:00,19.155555555555555,7.266666666666667,14.955555555555556,9.044444444444444,1.1111111111111112,2.8222222222222224,-0.6222222222222222,3.488888888888889,-3.6,-5.911111111111111,-8.733333333333333,-11.155555555555555
2020-09-23 16:04:00,19.31111111111111,7.444444444444445,15.177777777777777,9.155555555555555,1.0888888888888888,2.8,-0.8,3.466666666666667,-3.577777777777778,-5.911111111111111,-8.844444444444445,-11.222222222222221
2020-09-23 16:05:00,19.488888888888887,7.5777777777777775,15.444444444444445,9.266666666666667,1.0888888888888888,2.8222222222222224,-1.0,3.466666666666667,-3.6,-5.888888888888889,-8.933333333333334,-11.266666666666667
