"Naranja", 14.73, 830
"Repollo", -1.38, 777
"TomCherry", 543.83, 238
"Papa", 18.47, 820
"Palta", 455.86, 510
"Pepino", 38.66, 495
"Berenjena", 64.83, 630
"Limon", 341.14, 630
"Uva", 703.35, 282
"Esparrago", 635.74, 202
"Frambuesa", 2010.83, 94
"Durazno", 168.90, 872
"Higo", 2502.05, 98
"Lechuga", 48.48, 819
"Repollo", 5.19, 644
"Zuccini", 70.36, 558
"Caqui", 806.36, 104
"Melon", 101.10, 392
"Tomate", 670.21, 756
"Rabanito", 184.00, 258
"Calabaza", 20.35, 952
"Calabaza", 20.80, 912
"Champignon", 3522.66, 118
"Champignon", 3531.38, 94
"Durazno", 175.49, 872
"Mandarina", 10.33, 880
"Mandarina", 13.07, 960
"Durazno", 145.91, 776
"Lima", 1014.50, 226
"Durazno", 280.42, 688
"Ajo", 850.90, 95
"Banana", 67.46, 970
"Cebolla", 62.16, 760
"Acelga", 22.65, 981
"Choclo", 46.87, 309
"Repollo", 5.84, 686
"Ajo", 888.69, 110
"Palta", 1133.01, 460
"Cereza", 1034.67, 198
"Choclo", 66.82, 255
"Batata", 16.29, 940
"Manzana", 162.54, 1120
"Zuccini", 103.36, 678
"Rabanito", 216.38, 333
"Frutilla", 324.80, 318
"Cereza", 1010.20, 198
"Palta", 512.35, 500
"Frambuesa", 2002.37, 98
"Cebolla", 69.20, 688
"Lima", 1225.59, 230
"Melon", 98.24, 376
"Alcachofa", 145.46, 348
"Papa", 16.68, 1100
"Esparrago", 638.96, 232
"Ajo", 910.93, 101
"Durazno", 275.88, 848
"Esparrago", 635.18, 238
"Coliflor", 28.66, 560
"Cereza", 1043.19, 176
"Durazno", 272.60, 896
"Pepino", 27.65, 455
"Lechuga", 26.92, 1062
"Batata", 24.24, 1130
"Lima", 1214.19, 228
"Uva", 737.12, 306
"Papa", 22.82, 990
"Apio", 55.41, 261
"Durazno", 253.86, 960
"Zuccini", 86.33, 660
"Ajo", 887.42, 93
"Uva", 690.96, 240
"Palta", 470.95, 510
"Lechuga", 46.36, 783
"Limon", 326.33, 658
"Mandarina", 19.80, 930
"Frutilla", 282.63, 243
"Brocoli", 333.17, 448
"Naranja", 12.08, 910
"Kiwi", 436.43, 384
"Lima", 1276.79, 214
"Apio", 59.92, 282
"Papa", 14.88, 1180
"Kinoto", 35.47, 202
"Rabanito", 215.00, 249
"Ciruela", 969.28, 1062
"Naranja", 11.88, 1120
"Berenjena", 50.66, 564
"Tomate", 747.13, 990
"Calabaza", 22.24, 648
"Papa", 21.56, 880
"Durazno", 153.23, 888
"Cebolla", 62.67, 752
"Pera", 159.28, 1120
"Choclo", 57.18, 312
"Acelga", 17.74, 738
"Sandia", 57.45, 927
"Manzana", 131.10, 1060
"Choclo", 46.10, 324
"Kiwi", 439.99, 412
"Esparrago", 609.58, 232
"Lima", 1099.80, 196
"Lima", 1287.17, 216
"Uva", 666.79, 327
"Palta", 1130.08, 428
"Kinoto", 42.81, 220
"Batata", 25.81, 890
"Mandarina", 15.89, 1160
"Choclo", 60.55, 249
"Higo", 2503.05, 119
"Cebolla", 65.51, 824
"Pomelo", 46.51, 765
"Naranja", 15.30, 960
"Pepino", 31.43, 565
"Palta", 1207.33, 420
"Lechuga", 35.13, 1071
"Kiwi", 380.32, 372
"Durazno", 161.57, 696
"Durazno", 168.17, 640
"Mandarina", 37.00, 920
"Limon", 331.56, 658
"Naranja", 11.66, 850
"Zanahoria", 37.78, 666
"Frambuesa", 2077.79, 82
"Durazno", 171.03, 840
"Brocoli", 380.66, 452
"Palta", 1167.48, 328
"Higo", 2487.15, 92
"Coliflor", 29.60, 540
"Apio", 63.48, 318
"Acelga", 22.90, 1062
"Rabanito", 219.14, 288
"Lima", 1290.77, 194
"Frutilla", 304.44, 297
"Brocoli", 367.89, 412
"Caqui", 826.84, 81
"Naranja", 16.16, 1200
"Sandia", 58.66, 972
"Higo", 2546.33, 108
"Choclo", 55.50, 360
"Pera", 134.79, 1160
"Pera", 126.31, 820
"Zuccini", 90.73, 588
"Palta", 1154.66, 344
"Tomate", 777.51, 783
"Higo", 2563.91, 118
"Caqui", 843.37, 80
"Naranja", 13.56, 910
"Sandia", 56.41, 774
"TomCherry", 509.05, 190
"Cereza", 1070.67, 166
"Naranja", 13.32, 1010
"Ajo", 958.85, 82
"Durazno", 192.25, 928
"Banana", 60.98, 1100
"Pepino", 29.44, 415
"Acelga", 21.79, 801
"Acelga", 24.48, 954
"Tomate", 782.85, 981
"Naranja", 20.52, 880
"Rabanito", 212.94, 309
"Champignon", 3634.08, 90
"Mandarina", 16.80, 1050
"Kiwi", 436.30, 416
"Melon", 98.11, 460
"Esparrago", 653.76, 170
"Mandarina", 14.95, 1070
"Esparrago", 656.55, 222
"Caqui", 849.44, 90
"Pera", 149.43, 900
"Higo", 2482.67, 113
"Limon", 298.57, 581
"Caqui", 828.18, 117
"Frambuesa", 2059.31, 117
"Morron", 2983.28, 540
"Pera", 160.28, 1110
"Apio", 66.05, 333
"Manzana", 143.83, 850
"Melon", 111.61, 440
"Batata", 22.55, 1080
"Morron", 2985.55, 594
"Choclo", 51.75, 246
"Coliflor", 29.17, 480
"Apio", 54.48, 303
"Berenjena", 48.56, 714
"Papa", 19.74, 1010
"TomCherry", 553.23, 226
"Papa", 20.85, 850
"Acelga", 23.11, 1071
"Coliflor", 34.56, 495
"Coliflor", 31.70, 515
"TomCherry", 584.92, 168
"Mandarina", 21.06, 1040
"Durazno", 168.89, 848
"Zanahoria", 35.87, 612
"Durazno", 290.59, 680
"Ciruela", 963.02, 855
"Melon", 105.41, 384
"Zuccini", 88.57, 696
"Acelga", 26.63, 1008
"Naranja", 15.81, 850
"Ciruela", 954.39, 756
"Acelga", 25.23, 792
"Batata", 17.96, 800
"Mandarina", 21.57, 910
"Zanahoria", 36.88, 696
"Coliflor", 23.33, 570
"Palta", 496.04, 570
"Esparrago", 637.44, 192
"Calabaza", 22.59, 872
"Caqui", 799.33, 88
"Kiwi", 413.99, 400
"Caqui", 842.56, 119
"Zuccini", 91.32, 480
"Kinoto", 38.00, 192
"Mandarina", 11.36, 900
"Choclo", 52.05, 348
"Zanahoria", 40.94, 672
"Brocoli", 351.07, 472
"Manzana", 148.31, 1050
"Ajo", 888.54, 103
"Pepino", 40.34, 510
"Repollo", 5.74, 651
"Higo", 2473.62, 120
"Durazno", 164.88, 664
"Zuccini", 74.13, 486
"Pera", 160.61, 940
"Lima", 1251.73, 214
"Tomate", 740.00, 792
"Frutilla", 266.92, 303
"Coliflor", 19.12, 440
"Esparrago", 641.81, 234
"Kinoto", 30.86, 166
"Melon", 116.28, 424
"Lima", 1056.35, 226
"Repollo", 2.43, 805
"Pepino", 44.08, 455
"Kinoto", 32.27, 222
"Cebolla", 61.52, 736
"Kinoto", 34.92, 220
"Frutilla", 329.33, 357
"Alcachofa", 156.41, 342
"Zuccini", 82.68, 630
"Morron", 2861.67, 636
"Pepino", 37.07, 430
"Batata", 19.80, 950
"Ciruela", 958.52, 1071
"Manzana", 136.74, 910
"Melon", 99.03, 480
"Zuccini", 79.17, 708
"Coliflor", 24.39, 455
"Morron", 2921.96, 588
"Esparrago", 604.15, 180
"Zanahoria", 35.76, 534
"Naranja", 17.44, 850
"Pomelo", 47.86, 1008
"Pepino", 39.40, 535
"Durazno", 169.99, 888
"Uva", 722.43, 303
"Zuccini", 87.38, 504
"Ajo", 947.23, 117
"Mandarina", 30.29, 1080
"Esparrago", 599.52, 188
"Palta", 1203.36, 476
"Banana", 74.61, 820
"Frambuesa", 2093.12, 87
"Zuccini", 93.23, 708
"Cereza", 1056.28, 164
"Berenjena", 53.93, 666
"Frambuesa", 2020.04, 105
"Uva", 711.48, 303
"Berenjena", 66.72, 684
"Pepino", 21.62, 430
"Papa", 18.74, 1090
"Berenjena", 55.75, 666
"Cereza", 995.90, 222
"Repollo", 10.39, 735
"Batata", 15.30, 1040
"Esparrago", 575.16, 164
"Esparrago", 602.19, 220
"Tomate", 726.85, 801
"Acelga", 26.59, 954
"Higo", 2371.74, 99
"Esparrago", 650.77, 230
"Pera", 133.96, 970
"Choclo", 58.83, 246
"Durazno", 153.98, 848
"Kiwi", 406.56, 360
"Sandia", 56.35, 801
"Ciruela", 1018.23, 1071
"Lima", 1231.10, 210
"Sandia", 60.27, 738
"Cebolla", 72.28, 928
"Melon", 108.87, 428
"Durazno", 162.01, 880
"Mandarina", 16.90, 1020
"Papa", 17.38, 1150
"Sandia", 56.33, 1062
"Lima", 1419.73, 214
"Higo", 2533.75, 111
"Caqui", 854.75, 109
"TomCherry", 571.06, 194
"Calabaza", 15.67, 824
"Rabanito", 228.14, 243
"Tomate", 696.77, 756
"Durazno", 178.80, 944
"Lima", 949.69, 218
"Palta", 479.17, 580
"Mandarina", 19.36, 920
"Manzana", 115.55, 970
"Durazno", 300.28, 656
"Acelga", 19.47, 909
"Tomate", 766.20, 720
"Apio", 45.10, 327
"Alcachofa", 148.56, 357
"Coliflor", 27.25, 420
"Calabaza", 13.12, 960
"Ciruela", 904.57, 1062
"Ciruela", 942.06, 738
"Durazno", 164.33, 720
"Coliflor", 23.66, 455
"Kiwi", 478.79, 404
"Higo", 2499.18, 116
"Repollo", 3.41, 742
"Brocoli", 380.66, 428
"Manzana", 136.79, 930
"Lechuga", 35.46, 846
"Lima", 1220.92, 234
"Coliflor", 26.18, 410
"Pera", 151.00, 910
"Ajo", 887.48, 95
"Alcachofa", 163.01, 312
"Lima", 1328.79, 236
"Lima", 1374.94, 174
"Ciruela", 908.51, 918
"Manzana", 135.43, 930
"Manzana", 118.92, 1140
"Caqui", 786.94, 80
"Kinoto", 31.81, 160
"Coliflor", 24.45, 400
"Cebolla", 61.15, 944
"Durazno", 160.46, 728
"Higo", 2405.48, 99
"Lima", 1042.99, 162
"Morron", 2907.69, 528
"Batata", 15.95, 850
"Mandarina", 29.24, 890
"Lechuga", 35.74, 855
"Palta", 518.63, 545
"Frambuesa", 1984.98, 90
"Lima", 1274.79, 182
"Lima", 1201.08, 190
"Lima", 1324.76, 212
"Sandia", 57.64, 1026
"Limon", 333.35, 714
"Ajo", 830.50, 80
"Tomate", 717.42, 774
"Durazno", 174.40, 832
"Higo", 2510.08, 115
"Calabaza", 19.48, 696
"Cereza", 1028.31, 194
"Mandarina", 20.83, 830
"Durazno", 263.57, 864
"Lechuga", 36.14, 927
"Lima", 1067.94, 236
"Ajo", 880.73, 87
"Frambuesa", 2122.92, 106
"Kinoto", 37.08, 170
"Apio", 51.64, 249
"Limon", 336.98, 567
"Pomelo", 47.95, 909
"Palta", 520.04, 585
"Calabaza", 15.63, 720
"Uva", 701.69, 318
"Ciruela", 987.15, 999
"Coliflor", 30.11, 535
"Limon", 323.26, 784
"Sandia", 53.46, 900
"Pera", 129.28, 900
"Limon", 351.13, 777
"Durazno", 164.51, 888
"Pepino", 35.34, 470
"Naranja", 11.86, 800
"Zuccini", 97.11, 522
"Kinoto", 24.13, 174
"Sandia", 58.72, 837
"Banana", 81.02, 940
"Lechuga", 39.26, 909
"Pera", 154.92, 800
"Batata", 11.32, 980
"Palta", 501.09, 595
"Apio", 59.56, 240
"Repollo", 7.45, 728
"Esparrago", 603.67, 238
"Esparrago", 621.31, 166
"Champignon", 3624.93, 109
"Coliflor", 35.70, 530
"Tomate", 741.41, 1080
"Mandarina", 21.25, 850
"Kiwi", 463.86, 320
"Manzana", 140.67, 1170
"Brocoli", 382.79, 460
"Ciruela", 943.60, 1035
"Ajo", 841.95, 114
"Limon", 320.31, 588
"Pera", 153.78, 1100
"Durazno", 280.90, 824
"Banana", 62.23, 1170
"Uva", 687.36, 258
"Repollo", 3.96, 637
"Durazno", 166.97, 800
"Acelga", 20.63, 927
"Caqui", 843.84, 109
"Ciruela", 889.32, 936
"Brocoli", 348.03, 380
"Lima", 1452.27, 210
"Naranja", 16.70, 800
"Papa", 18.64, 1150
"Naranja", 7.84, 970
"Durazno", 140.51, 752
"Higo", 2508.13, 100
"Alcachofa", 114.84, 255
"Cebolla", 65.13, 728
"Calabaza", 22.28, 832
"Sandia", 67.39, 774
"Ciruela", 959.28, 1008
"Lima", 1040.89, 184
"Coliflor", 37.85, 490
"Choclo", 60.97, 339
"Melon", 124.63, 440
"Naranja", 20.84, 920
"Tomate", 751.48, 1071
"Banana", 74.12, 990
"Palta", 507.67, 470
"Rabanito", 242.80, 309
"Palta", 1117.94, 372
"Repollo", 4.29, 630
"Pomelo", 54.51, 963
"Champignon", 3526.64, 115
"Limon", 317.04, 840
"Lechuga", 29.70, 756
"Choclo", 64.76, 282
"Berenjena", 52.03, 546
"Zanahoria", 36.88, 660
"Ciruela", 970.12, 729
"Sandia", 44.30, 819
"Frutilla", 297.30, 348
"Naranja", 9.06, 1050
"Caqui", 881.32, 100
"Cebolla", 64.08, 672
"Pepino", 47.24, 510
"Manzana", 138.88, 1160
"Ciruela", 938.98, 846
"Limon", 320.44, 623
"Zanahoria", 31.49, 504
"Rabanito", 226.11, 282
"Apio", 54.41, 333
"Esparrago", 570.94, 180
"Caqui", 797.00, 83
"Mandarina", 17.98, 1070
"Palta", 1181.67, 340
"Acelga", 17.02, 765
"Palta", 1143.08, 336
"Morron", 3067.42, 492
"Esparrago", 645.46, 210
"Palta", 492.20, 500
"Pomelo", 41.08, 783
"Cereza", 1063.59, 186
"Naranja", 12.72, 970
"Alcachofa", 123.76, 279
"Zanahoria", 22.62, 570
"Palta", 495.65, 485
"TomCherry", 571.35, 198
"Palta", 509.47, 590
"Palta", 469.99, 590
"Ciruela", 999.26, 774
"Coliflor", 31.85, 545
"Apio", 54.88, 264
"Cereza", 1028.88, 212
"Pomelo", 38.72, 936
"Champignon", 3615.03, 120
"Durazno", 295.50, 696
"TomCherry", 536.84, 190
"Pepino", 38.90, 585
"Durazno", 289.17, 952
"Manzana", 160.80, 900
"Repollo", 5.18, 791
"Uva", 726.36, 315
"Repollo", 3.96, 588
"Lima", 1056.04, 176
"Pera", 147.39, 1090
"Sandia", 55.79, 801
"Calabaza", 19.73, 680
"Champignon", 3687.10, 108
"Banana", 71.26, 840
"Esparrago", 625.41, 160
"Champignon", 3652.28, 90
"Ciruela", 991.61, 981
"Repollo", 4.92, 567
"Lima", 1048.63, 192
"Champignon", 3600.23, 118
"Sandia", 62.21, 972
"Durazno", 136.07, 672
"TomCherry", 545.65, 204
"Naranja", 8.78, 1170
"Choclo", 57.81, 264
"Caqui", 828.94, 83
"Calabaza", 25.93, 832
"Calabaza", 23.07, 696
"Lima", 1209.88, 234
"Sandia", 62.61, 1017
"Palta", 476.53, 420
"Acelga", 24.64, 1071
"Acelga", 22.30, 783
"Ciruela", 962.90, 756
"Melon", 108.93, 324
"Durazno", 178.92, 768
"Palta", 489.75, 500
"Cebolla", 50.72, 952
"Acelga", 19.20, 972
"Naranja", 10.13, 910
"Alcachofa", 134.57, 240
"Lima", 1150.84, 234
"Champignon", 3627.51, 116
"Uva", 697.85, 291
"Ciruela", 983.32, 729
"Lima", 1381.82, 222
"Durazno", 166.09, 648
"Pera", 146.50, 970
"Apio", 57.95, 300
"Cebolla", 76.33, 656
"Batata", 15.23, 1080
"Morron", 2794.10, 642
"Palta", 510.34, 425
"TomCherry", 548.37, 216
"Alcachofa", 147.36, 336
"Ajo", 935.02, 102
"Lechuga", 37.98, 828
"Coliflor", 30.76, 495
"Zuccini", 81.01, 576
"Kinoto", 37.53, 168
"Pomelo", 39.98, 792
"Pepino", 39.75, 520
"Banana", 65.06, 970
"Palta", 1107.28, 420
"Naranja", 6.24, 1060
"Limon", 290.33, 784
"Ajo", 850.28, 113
"Frambuesa", 1997.60, 93
"Pomelo", 50.84, 1008
"Pepino", 33.01, 585
"Lima", 1371.11, 192
"Palta", 455.62, 400
"TomCherry", 568.86, 170
"Melon", 126.60, 324
"Rabanito", 220.21, 345
"Frutilla", 291.52, 351
"Ajo", 837.68, 106
"Zuccini", 78.33, 720
"Mandarina", 18.56, 910
"Papa", 13.39, 1060
"Papa", 17.24, 1080
"Brocoli", 378.68, 440
"Palta", 488.34, 405
"Ajo", 936.33, 93
"Pera", 170.86, 1030
"Higo", 2479.89, 96
"Frambuesa", 2008.80, 97
"Palta", 1132.25, 408
"Pepino", 49.04, 535
"Ajo", 907.53, 98
"Pepino", 27.15, 570
"Lima", 1181.62, 176
"Tomate", 718.78, 837
"Choclo", 53.25, 327
"Mandarina", 17.80, 970
"Rabanito", 214.08, 360
"Ajo", 893.90, 94
"Palta", 501.26, 560
"Durazno", 180.39, 696
"Pepino", 34.71, 415
"Esparrago", 631.15, 226
"Lima", 1267.72, 210
"Frutilla", 306.64, 267
"Berenjena", 50.50, 714
"Naranja", 11.72, 920
"Naranja", 11.60, 820
"Palta", 1051.75, 396
"Mandarina", 32.88, 1180
"Batata", 21.26, 1120
"Zuccini", 90.10, 660
"TomCherry", 526.20, 216
"Pera", 142.19, 930
"Caqui", 848.38, 97
"Zanahoria", 33.05, 492
"Morron", 3002.42, 492
"Calabaza", 24.05, 800
"Higo", 2444.76, 108
"Banana", 65.33, 1090
"Mandarina", 16.50, 1060
"Apio", 53.28, 339
"Kiwi", 412.00, 408
"Coliflor", 32.34, 530
"Cereza", 1107.29, 198
"Choclo", 54.93, 357
"Rabanito", 207.92, 243
"Batata", 19.71, 1140
"Apio", 45.90, 318
"Acelga", 18.86, 846
"Manzana", 132.38, 1080
"Champignon", 3629.29, 87
"Kiwi", 418.33, 416
"Esparrago", 657.24, 206
"Mandarina", 19.77, 870
"Durazno", 168.73, 768
"Palta", 503.47, 420
"Repollo", 2.71, 714
"Cebolla", 72.92, 656
"Berenjena", 45.45, 702
"Durazno", 162.55, 912
"Pera", 148.21, 1120
"Acelga", 25.35, 1044
"Sandia", 56.78, 765
"Durazno", 146.73, 920
"Papa", 22.23, 1000
"Ciruela", 955.21, 729
"Pomelo", 61.92, 1008
"Cebolla", 69.75, 800
"Choclo", 69.03, 348
"Esparrago", 594.11, 194
"Limon", 318.23, 763
"Naranja", 14.52, 840
"Kinoto", 23.73, 192
"Durazno", 260.73, 896
"Ajo", 861.89, 98
"Brocoli", 358.67, 480
"Repollo", 9.00, 665
"Banana", 57.33, 910
"Rabanito", 208.82, 282
"Morron", 3040.72, 594
"Batata", 17.99, 940
"Calabaza", 18.10, 704
"Kinoto", 30.26, 210
"Limon", 334.20, 707
"Mandarina", 20.12, 970
"Palta", 1150.50, 396
"Uva", 689.18, 264
"Pomelo", 50.52, 783
"Manzana", 133.93, 1070
"Morron", 3002.41, 696
"Berenjena", 71.00, 666
"Esparrago", 586.72, 176
"Morron", 3041.12, 498
"Cebolla", 67.88, 752
"Durazno", 137.38, 808
"Frambuesa", 1931.67, 95
"Rabanito", 224.56, 282
"Cereza", 1055.04, 238
